,accenumb,taxon,genus,species,spauthor,subtaxa,subtauthor,cropname,avail,instcode,acckey,collnumb,collcode,taxno,accename,acqdate,origcty,collsite,latitude,longitude,elevation,colldate,bredcode,sampstat,ancest,collsrc,donorcode,donornumb,othernumb,duplsite,storage,latdec,longdec,remarks,history,released,Seq,Inbred.Line,Accesion.N,Breeding.program,Pop.structure,Year.Rel,P1A,P2A,eraA,GroupA,TypeA,SourceA,X,X.1,X.2,X.3,Ped_line
138,Ames 22750,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1517105,,NA,311987,H112,19960129,,,,,NA,,NA,500,[(H99 X H98) X H98],50,NA,,:H112;USA126:Ames 22750;:V938-1;:V938-2;:V938-3,,10,NA,NA,,"DEVELOPED   Indiana, United States by. DONATED  01/29/1996 Missouri, United States by Coe, Jr., E., USDA, ARS",,2242,H112,Ames22750,Indiana,non-stiff stalk,0,H107_1,H99,0,0,INBRED,0,,NA,NA,NA,GaspeFlint
297,Ames 24710,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1557008,,NA,311987,MS67,19980420,,,,,NA,,NA,400,[(L317 X 38-11) MS1334] ,40,NA,,:MS67;USA126:Ames 24710,,10,NA,NA,,"DEVELOPED   Michigan, United States by Michigan State University. DONATED  04/20/1998 Michigan, United States by Dysinger, K., Michigan State University",,2877,MS67,Ames24710,Michigan,unclassified,0,MS100_1,MS1334,0,0,INBRED,[(L317 X 38-11) MS1334],,NA,NA,NA,LP5_1
143,Ames 22755,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1517110,,NA,311987,N197,19960129,,,,,NA,,NA,500,[(Mo17 X early Krug line) Mo17],50,NA,,:N197;USA126:Ames 22755;:V952-2;:V952-3;:V952-5,,10,NA,NA,,"DEVELOPED   Nebraska, United States by. DONATED  01/29/1996 Missouri, United States by Coe, Jr., E., USDA, ARS",,2904,N197,Ames22755,Nebraska,non-stiff stalk,0,N197_1,Mo17,0,0,INBRED,[(Mo17 X early Krug line) Mo17],,NA,NA,NA,H91_1
349,Ames 25559,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1587250,,NA,311987,H60,19991129,,,,,NA,,NA,400,[(Mo21A x C.I.14) x (Oh28 x Oh51A)],40,NA,,:H60;USA126:Ames 25559,,10,NA,NA,,"DEVELOPED   Indiana, United States by Purdue University. DONATED  11/29/1999 Indiana, United States by Bernardo, R., Purdue University",,262,H60,Ames25559,Indiana,unclassified,1,H60_1,H60_2,0,0,INBRED,0,,NA,NA,NA,PB80_4
321,Ames 24737,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1557030,,NA,311987,MS200,19980420,,,,,NA,,NA,400,[(MS24 X Illinois High Oil) MS24] ,40,NA,,:MS200;USA126:Ames 24737,,10,NA,NA,,"DEVELOPED   Michigan, United States by Michigan State University. DONATED  04/20/1998 Michigan, United States by Dysinger, K., Michigan State University",,2859,MS200,Ames24737,Michigan,unclassified,1979,MS200_1,MS24,0,0,INBRED,0,,NA,NA,NA,OH545_1
103,Ames 19308,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1082753,,NA,311987,A634,19920506,,,,,NA,,NA,400,[(Mt42 X B14) B14 self B14(2)],40,NA,,:A634;USA126:Ames 19308;:1987:353;:id=47612;:1674-2/01,USA005,10,NA,NA,,"DEVELOPED   Minnesota, United States by. DONATED  05/06/1992 Missouri, United States by Coe, Jr., E., USDA, ARS",,892,A634,Ames19308,Minnesota,stiff stalk,1,A632_2S,B14 ,2,4,INBRED,0,,NA,NA,NA,
265,Ames 23488,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1535416,,NA,311987,A656,19961125,,,,,NA,,NA,400,[(Mt42 X B14) S1 B14],40,NA,,:A656;USA126:Ames 23488;:1996:150,,10,NA,NA,,"DEVELOPED   Minnesota, United States by University of Minnesota. DONATED  11/25/1996 Minnesota, United States by University of Minnesota",,924,A656,Ames23488,Minnesota,unclassified,1,A632_1S,B14,2,2,INBRED,0,,NA,NA,NA,CB59G_1
251,Ames 23474,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1535385,,NA,311987,A636,19961125,,,,,NA,,NA,400,[(ND302 X B14) B14 self B14(2)],40,NA,,:A636;USA126:Ames 23474;:1996:127,,10,NA,NA,,"DEVELOPED   Minnesota, United States by University of Minnesota. DONATED  11/25/1996 Minnesota, United States by University of Minnesota",,898,A636,Ames23474,Minnesota,unclassified,0,B14,A636_3,0,0, ,0,,NA,NA,NA,H60_2
104,Ames 19309,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1082757,,NA,311987,A635,19920506,,,,,NA,,NA,400,[(ND302 X B14) B14(2)],40,NA,,:A635;USA126:Ames 19309;:1988:9021;:id=47613;:3079-2/00,USA005,10,NA,NA,,"DEVELOPED   Minnesota, United States by. DONATED  05/06/1992 Missouri, United States by Coe, Jr., E., USDA, ARS",,39,A635,Ames19309,Minnesota,stiff stalk,1,A635_2,B14,2,2,INBRED,0,,NA,NA,NA,CI66_1
310,Ames 24724,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1557019,,NA,311987,MS92,19980420,,,,,NA,,NA,400,[(Oh40B X R53) R53] ,40,NA,,:MS92;USA126:Ames 24724,,10,NA,NA,,"DEVELOPED   Michigan, United States by Michigan State University. DONATED  04/20/1998 Michigan, United States by Dysinger, K., Michigan State University",,2894,MS92,Ames24724,Michigan,unclassified,1969,MS92_1,R53,0,0,INBRED,[(Oh40B X R53) R53],,NA,NA,NA,
311,Ames 24725,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1557020,,NA,311987,MS93,19980420,,,,,NA,,NA,400,[(Oh40B X R53) R53] ,40,NA,,:MS93;USA126:Ames 24725,,10,NA,NA,,"DEVELOPED   Michigan, United States by Michigan State University. DONATED  04/20/1998 Michigan, United States by Dysinger, K., Michigan State University",,2895,MS93,Ames24725,Michigan,unclassified,1969,MS92_1,R53,0,0,INBRED,[(Oh40B X R53) R53],,NA,NA,NA, HillYellowDent
285,Ames 23922,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1547592,,NA,311987,Oh51A,19970702,,,,,NA,,NA,400,[(Oh51 X Oh17)Oh51],40,NA,,:Oh51A;USA126:Ames 23922;:F1440-5;:F1441-6;:F1441-7,,10,NA,NA,,"DEVELOPED   Ohio, United States by. DONATED  07/02/1997 Missouri, United States by Coe, Jr., E., USDA, ARS",,259,Oh51A,Ames23922,Other,unclassified,1,OH51A_1,OH51,2,5,INBRED,0,,NA,NA,NA,LH18_1
272,Ames 23496,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1535424,,NA,311987,A672,19961125,,,,,NA,,NA,400,[(PI 172326 X A632) A632(2)] self,40,NA,,:A672;USA126:Ames 23496;:1986:9064;:1996:167,,10,NA,NA,,"DEVELOPED   Minnesota, United States by University of Minnesota. DONATED  11/25/1996 Minnesota, United States by University of Minnesota",,965,A672,Ames23496,Minnesota,unclassified,0,A672_2,A633,0,0,0,0,,NA,NA,NA,LH52_2
146,Ames 22758,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,N,USA020,1517112,,NA,311987,T61w.c.,19960129,,,,,NA,,NA,500,[(T61 X Snelling Stiff Stalk) T61 (6)],50,NA,,:T61w.c.;USA126:Ames 22758;:V966-1;:V966-2;:V966-3,,10,NA,NA,,"DEVELOPED   United States by. DONATED  01/29/1996 Missouri, United States by Coe, Jr., E., USDA, ARS",,3769,T61w.c.,Ames22758,Other,unclassified,0,T61,T61WC_6,0,0,INBRED,(T61 X Snelling Stiff Stalk) T61 (6)],,NA,NA,NA,H91_4
259,Ames 23482,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1535393,,NA,311987,A649,19961125,,,,,NA,,NA,400,[(V3 X A321) A321],40,NA,,:A649;USA126:Ames 23482;:1996:143,,10,NA,NA,,"DEVELOPED   Minnesota, United States by University of Minnesota. DONATED  11/25/1996 Minnesota, United States by University of Minnesota",,912,A649,Ames23482,Minnesota,unclassified,0,A649_1,A321 ,0,0,0,0,,NA,NA,NA,LH117
260,Ames 23483,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1535394,,NA,311987,A650,19961125,,,,,NA,,NA,400,[(V3 X A321) A321],40,NA,,:A650;USA126:Ames 23483;:1996:144,,10,NA,NA,,"DEVELOPED   Minnesota, United States by University of Minnesota. DONATED  11/25/1996 Minnesota, United States by University of Minnesota",,913,A650,Ames23483,Minnesota,unclassified,0,A649_1,A321 ,0,0,0,0,,NA,NA,NA,LH202_1
253,Ames 23476,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1535387,,NA,311987,A638,19961125,,,,,NA,,NA,400,[(V3 X Wf9) S1 Wf9],40,NA,,:A638;USA126:Ames 23476;:1996:129,,10,NA,NA,,"DEVELOPED   Minnesota, United States by University of Minnesota. DONATED  11/25/1996 Minnesota, United States by University of Minnesota",,901,A638,Ames23476,Minnesota,unclassified,1,A638_2,WF9,2,4,INBRED,0,,NA,NA,NA,LHE136_1
271,Ames 23495,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1535423,,NA,311987,A671,19961125,,,,,NA,,NA,400,[(W103 X N13A) N13A(2)],40,NA,,:A671;USA126:Ames 23495;:1989:3804,,10,NA,NA,Red anthers.,"DEVELOPED   Minnesota, United States by University of Minnesota. DONATED  11/25/1996 Minnesota, United States by University of Minnesota",,961,A671,Ames23495,Minnesota,unclassified,0,A671_2,N13A,0,0,0,0,,NA,NA,NA,LH52_1
267,Ames 23491,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1535419,,NA,311987,A667,19961125,,,,,NA,,NA,400,[(W33 X 38-11) 38-11],40,NA,,:A667;USA126:Ames 23491;:1986:9061,,10,NA,NA,,"DEVELOPED   Minnesota, United States by University of Minnesota. DONATED  11/25/1996 Minnesota, United States by University of Minnesota",,944,A667,Ames23491,Minnesota,stiff stalk,0,A667_1,Oct-34,0,0,0,0,,NA,NA,NA,L120
269,Ames 23493,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1535421,,NA,311987,A669,19961125,,,,,NA,,NA,400,[(W33 X Hy2) Hy2(3)],40,NA,,:A669;USA126:Ames 23493;:1984:15,,10,NA,NA,,"DEVELOPED   Minnesota, United States by University of Minnesota. DONATED  11/25/1996 Minnesota, United States by University of Minnesota",,951,A669,Ames23493,Minnesota,unclassified,0,A669_3,Hy2,0,0,0,0,,NA,NA,NA,W153R_1
154,Ames 22767,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1517120,,NA,311987,W59E,19960129,,,,,NA,,NA,500,[(WM13 X W.Va352) X (W9 X A49),50,NA,,:W59E;USA126:Ames 22767;:V986-1;:V986-2;:V986-4,,10,NA,NA,,"DEVELOPED   Wisconsin, United States by. DONATED  01/29/1996 Missouri, United States by Coe, Jr., E., USDA, ARS",,4020,W59E,Ames22767,Wisconsin,unclassified,0,W59_1,W59_2,0,0,INBRED,[(WM13 X W.Va352) X (W9 X A49)),,NA,NA,NA,NKB386
494,Ames 27087,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645476,,NA,311987,CML 220,20030421,,,,,NA,,NA,400,[EV8730-SR(BC6)]-324-1-1-2-#-b,40,NA,,:CML 220;USA126:Ames 27087;:1708-2/01,USA005,10,NA,NA,,"DONATED  04/21/2003 North Carolina, United States by Goodman, M., North Carolina State University. DEVELOPED PRE 04/21/2003 Federal District, Mexico by",,1498,CML220,Ames27087,Mexico,tropical,0,0,0,0,0,INBRED,[EV8730-SR(BC6)]-324-1-1-2-#-b,,NA,NA,NA,
493,Ames 27086,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645475,,NA,311987,CML 218,20030421,,,,,NA,,NA,400,[EV8730-SR(BC6)]-47-1-1-4-#-b,40,NA,,:CML 218;USA126:Ames 27086;:1707-2/01,USA005,10,NA,NA,,"DONATED  04/21/2003 North Carolina, United States by Goodman, M., North Carolina State University. DEVELOPED PRE 04/21/2003 Federal District, Mexico by",,1494,CML218,Ames27086,Mexico,tropical,0,0,0,0,0,INBRED,{EV8730-SR(BC6)]-47-1-1-4-#-b,,NA,NA,NA,87916W_1
496,Ames 27089,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645478,,NA,311987,CML 238,20030421,,,,,NA,,NA,400,[LB(1)8232-SR(BC3)]-229-1-1-1-b,40,NA,,:CML 238;USA126:Ames 27089;:1710-2/01,USA005,10,NA,NA,,"DONATED  04/21/2003 North Carolina, United States by Goodman, M., North Carolina State University. DEVELOPED PRE 04/21/2003 Federal District, Mexico by",,1512,CML238,Ames27089,Mexico,tropical,0,0,0,0,0,INBRED,[LB1)8232-SR(BC3)]-229-1-1-1-b,,NA,NA,NA,
204,Ames 23422,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1535047,,NA,311987,A322,19961125,,,,,NA,,NA,400,15-28 X 8-29,40,NA,,:A322;USA126:Ames 23422;:1990:2419;:1996:57,,10,NA,NA,,"DEVELOPED   Minnesota, United States by University of Minnesota. DONATED  11/25/1996 Minnesota, United States by University of Minnesota",,779,A322,Ames23422,Minnesota,unclassified,0,A39,A25 ,0,0,INBRED,0,,NA,NA,NA,LH51HT_3
211,Ames 23429,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1535134,,NA,311987,A385,19961125,,,,,NA,,NA,400,15-28 X H (Rustler X Holbert Yellow Dent),40,NA,,:A385;USA126:Ames 23429;:1996:68,,10,NA,NA,,"DEVELOPED   Minnesota, United States by University of Minnesota. DONATED  11/25/1996 Minnesota, United States by University of Minnesota",,787,A385,Ames23429,Minnesota,unclassified,0,A39,H,0,0,0,0,,NA,NA,NA,LHEX644
384,Ames 26511,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1631415,,NA,311987,GEMS-0007,20020102,,,,,NA,,NA,400,2089-01_DK212T_S11_F2S4_9160-Blk22/00,40,NA,,:GEMS-0007;:2089-01_DK212T_S11_F2S4_9160-Blk22/00;USA126:Ames 26511;:1821,,10,NA,NA,,"DEVELOPED  2001 North Carolina, United States by Pollak, L., USDA, ARS; Goodman, M., North Carolina State University; Carson, M., USDA/ARS; USDA, ARS. DONATED  01/02/2002 North Carolina, United States by Pollak, L., USDA, ARS; Goodman, M., North Carolina State University; Carson, M., USDA/ARS; USDA, ARS",2003,2096,GEMS-0007,Ames26511,GEM,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,PHG70
382,Ames 26484,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1631388,,NA,311987,GEMS-0008,20020102,,,,,NA,,NA,400,2109-01_DK212T_S11_F2S4_63/97_Bulk/97-98,40,NA,,:GEMS-0008;:2109-01_DK212T_S11_F2S4_63/97_Bulk/97-98;USA126:Ames 26484;:9163,,10,NA,NA,,"DEVELOPED  2000 North Carolina, United States by Pollak, L., USDA, ARS; Goodman, M., North Carolina State University; Carson, M., USDA/ARS; USDA, ARS. DONATED  01/02/2002 North Carolina, United States by Pollak, L., USDA, ARS; Goodman, M., North Carolina State University; Carson, M., USDA/ARS; USDA, ARS",2003,2097,GEMS-0008,Ames26484,GEM,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,PHB81
383,Ames 26501,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1631405,,NA,311987,GEMS-0026,20020102,,,,,NA,,NA,400,2228-03_DK370A_S11_F2S4_3358-Blk04/00,40,NA,,:GEMS-0026;:2228-03_DK370A_S11_F2S4_3358-Blk04/00;USA126:Ames 26501;:H92850,,10,NA,NA,,"DEVELOPED  2000 North Carolina, United States by Pollak, L., USDA, ARS; Goodman, M., North Carolina State University; Carson, M., USDA/ARS; USDA, ARS. DONATED  01/02/2002 North Carolina, United States by Pollak, L., USDA, ARS; Goodman, M., North Carolina State University; Carson, M., USDA/ARS; USDA, ARS",2003,2110,GEMS-0026,Ames26501,GEM,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,PHG69
206,Ames 23424,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1535049,,NA,311987,A340,19961125,,,,,NA,,NA,400,4-29 X 64,40,NA,,:A340;USA126:Ames 23424;:1989:3823;:1996:60,,10,NA,NA,,"DEVELOPED   Minnesota, United States by University of Minnesota. DONATED  11/25/1996 Minnesota, United States by University of Minnesota",,782,A340,Ames23424,Minnesota,unclassified,1,4_29,A48,1,3,INBRED,0,,NA,NA,NA,LH51HT_5
134,Ames 22443,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1489206,,NA,311987,A188,19950421,,,,,NA,,NA,400,4-29(Silver King) x 46(N.W. Dent)4^4,40,NA,,:A188;USA126:Ames 22443;:1996:26;:91:328;:1667-1/01,USA005,10,NA,NA,,"DEVELOPED   Minnesota, United States by University of Minnesota. DONATED  04/21/1995 Minnesota, United States by University of Minnesota",1946,11,A188,Ames22443,Minnesota,unclassified,1,A188_1,4_29,1,1,INBRED,0,,NA,NA,NA,FunksYellowDent
208,Ames 23426,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1535096,,NA,311987,A357,19961125,,,,,NA,,NA,400,6-29 X H,40,NA,,:A357;USA126:Ames 23426;:1975:5055;:1996:64,,10,NA,NA,,"DEVELOPED   Minnesota, United States by University of Minnesota. DONATED  11/25/1996 Minnesota, United States by University of Minnesota",,784,A357,Ames23426,Minnesota,unclassified,0,28-Jun,H ,0,0,0,0,,NA,NA,NA,
175,Ames 23392,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1534889,,NA,311987,A90,19961125,,,,,NA,,NA,400,64 X 15-28,40,NA,,:A90;USA126:Ames 23392;:1996:11,,10,NA,NA,,"DEVELOPED   Minnesota, United States by University of Minnesota. DONATED  11/25/1996 Minnesota, United States by University of Minnesota",,989,A90,Ames23392,Minnesota,unclassified,1,A48,A39,1,5,INBRED,0,,NA,NA,NA,NKP101
176,Ames 23393,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1534896,,NA,311987,A96,19961125,,,,,NA,,NA,400,64 X H,40,NA,,:A96;USA126:Ames 23393;:1996:13,,10,NA,NA,,"DEVELOPED   Minnesota, United States by University of Minnesota. DONATED  11/25/1996 Minnesota, United States by University of Minnesota",,791,A96,Ames23393,Minnesota,unclassified,0,A48,H ,0,0,0,0,,NA,NA,NA,Jarvis
678,Ames 29393,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1752921,,NA,311987,CML 395,20080415,,,,,NA,,NA,999,90323(B)-1-B-1-B*4,99,NA,,:CML 395;USA126:Ames 29393;:1416-01/05,,10,NA,NA,,"DEVELOPED   Mexico by. DONATED  04/15/2008 North Carolina, United States by Krakowsky, M., USDA, ARS, PSRU",,1639,CML395,Ames29393,Mexico,tropical,0,0,0,0,0,INBRED,90323(B)-1-B-1-B*4,,NA,NA,NA,
105,Ames 19310,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,N,USA020,1082758,,NA,311987,A639,19920506,,,,,NA,,NA,400,A158 X B14,40,NA,,:A639;USA126:Ames 19310;:1996:130;:id=47614,,10,NA,NA,,"DEVELOPED   Minnesota, United States by. DONATED  05/06/1992 Missouri, United States by Coe, Jr., E., USDA, ARS",,902,A639,Ames19310,Minnesota,unclassified,0,0,0,0,0,0,0,,NA,NA,NA,Clarage
221,Ames 23440,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1535220,,NA,311987,A495,19961125,,,,,NA,,NA,400,A163 X W283,40,NA,,:A495;USA126:Ames 23440;:1996:81,,10,NA,NA,,"DEVELOPED   Minnesota, United States by University of Minnesota. DONATED  11/25/1996 Minnesota, United States by University of Minnesota",,818,A495,Ames23440,Minnesota,unclassified,0,A163, W283,0,0,Inbred,0,,NA,NA,NA,LH146HT_4
223,Ames 23442,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1535228,,NA,311987,A498,19961125,,,,,NA,,NA,400,A163 X W283,40,NA,,:A498;USA126:Ames 23442;:1996:83,,10,NA,NA,,"DEVELOPED   Minnesota, United States by University of Minnesota. DONATED  11/25/1996 Minnesota, United States by University of Minnesota",,820,A498,Ames23442,Minnesota,unclassified,0,A163, W283,0,0,Inbred,0,,NA,NA,NA,LH146HT_6
180,Ames 23397,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1534908,,NA,311987,A158,19961125,,,,,NA,,NA,400,A2 X 47,40,NA,,:A158;USA126:Ames 23397;:1996:18,,10,NA,NA,,"DEVELOPED   Minnesota, United States by University of Minnesota. DONATED  11/25/1996 Minnesota, United States by University of Minnesota",,701,A158,Ames23397,Minnesota,unclassified,0,A2,47,0,0,INBRED,0,,NA,NA,NA,PrideofSaline(yellow strain)
181,Ames 23398,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1534916,,NA,311987,A166,19961125,,,,,NA,,NA,400,A2 X A39,40,NA,,:A166;USA126:Ames 23398;:1979:1110;:1996:22,,10,NA,NA,,"DEVELOPED   Minnesota, United States by University of Minnesota. DONATED  11/25/1996 Minnesota, United States by University of Minnesota",,704,A166,Ames23398,Minnesota,unclassified,0,A2,A39,0,0,INBRED,0,,NA,NA,NA,KansasSunflower
226,Ames 23445,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1535316,,NA,311987,A502,19961125,,,,,NA,,NA,400,A334 X Haney's Minnesota No. 13,40,NA,,:A502;USA126:Ames 23445;:1996:86,,10,NA,NA,,"DEVELOPED   Minnesota, United States by University of Minnesota. DONATED  11/25/1996 Minnesota, United States by University of Minnesota",,824,A502,Ames23445,Minnesota,unclassified,0,A334,HaneysNo13,0,0,Inbred,0,,NA,NA,NA,P3147
196,Ames 23413,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1535037,,NA,311987,A286,19961125,,,,,NA,,NA,400,A334 X Oh07,40,NA,,:A286;USA126:Ames 23413;:1991:295;:1996:47,,10,NA,NA,,"DEVELOPED   Minnesota, United States by University of Minnesota. DONATED  11/25/1996 Minnesota, United States by University of Minnesota",,766,A286,Ames23413,Minnesota,unclassified,0,A334,Oh07,0,0,INBRED,0,,NA,NA,NA,BS11LHC3
197,Ames 23414,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1535038,,NA,311987,A288,19961125,,,,,NA,,NA,400,A344 X L317,40,NA,,:A288;USA126:Ames 23414;:1996:49,,10,NA,NA,,"DEVELOPED   Minnesota, United States by University of Minnesota. DONATED  11/25/1996 Minnesota, United States by University of Minnesota",,767,A288,Ames23414,Minnesota,unclassified,0,A344,L317,0,0,INBRED,0,,NA,NA,NA,LH128_1
198,Ames 23415,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1535039,,NA,311987,A295,19961125,,,,,NA,,NA,400,A344 X L317,40,NA,,:A295;USA126:Ames 23415;:1977:4737;:1996:50,,10,NA,NA,,"DEVELOPED   Minnesota, United States by University of Minnesota. DONATED  11/25/1996 Minnesota, United States by University of Minnesota",,768,A295,Ames23415,Minnesota,unclassified,1,A344,L317,0,0,INBRED,0,,NA,NA,NA,LH128_2
212,Ames 23430,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1535135,,NA,311987,A401,19961125,,,,,NA,,NA,400,A347 X K230,40,NA,,:A401;USA126:Ames 23430;:1996:70,,10,NA,NA,,"DEVELOPED   Minnesota, United States by University of Minnesota. DONATED  11/25/1996 Minnesota, United States by University of Minnesota",,790,A401,Ames23430,Minnesota,unclassified,0,A347,K230,0,0,0,0,,NA,NA,NA,LH145_1
227,Ames 23446,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1535317,,NA,311987,A508,19961125,,,,,NA,,NA,400,A357 X Haney's Minnesota No. 13,40,NA,,:A508;USA126:Ames 23446;:1996:88,,10,NA,NA,,"DEVELOPED   Minnesota, United States by University of Minnesota. DONATED  11/25/1996 Minnesota, United States by University of Minnesota",,825,A508,Ames23446,Minnesota,unclassified,0,A357,HaneysNo13,0,0,Inbred,0,,NA,NA,NA,PA91_1
179,Ames 23396,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1534905,,NA,311987,A155,19961125,,,,,NA,,NA,400,A39 X A26,40,NA,,:A155;USA126:Ames 23396;:1979:1006,,10,NA,NA,,"DEVELOPED   Minnesota, United States by University of Minnesota. DONATED  11/25/1996 Minnesota, United States by University of Minnesota",,699,A155,Ames23396,Minnesota,unclassified,0,A2,A7 ,0,0,INBRED,0,,NA,NA,NA,JohnsonCountyWhite
241,Ames 23463,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1535373,,NA,311987,A627,19961125,,,,,NA,,NA,400,A392 X R61,40,NA,,:A627;USA126:Ames 23463;:1996:111,,10,NA,NA,,"DEVELOPED   Minnesota, United States by University of Minnesota. DONATED  11/25/1996 Minnesota, United States by University of Minnesota",,868,A627,Ames23463,Minnesota,unclassified,0,A392,R61,0,0,INBRED,0,,NA,NA,NA,C112-1
276,Ames 23500,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1535453,,NA,311987,A676,19961125,,,,,NA,,NA,400,A662 X B70,40,NA,,:A676;USA126:Ames 23500;:1996:171,,10,NA,NA,,"DEVELOPED   Minnesota, United States by University of Minnesota. DONATED  11/25/1996 Minnesota, United States by University of Minnesota",,969,A676,Ames23500,Minnesota,unclassified,0,A662,B70,0,0,0,0,,NA,NA,NA,
275,Ames 23499,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1535452,,NA,311987,A675,19961125,,,,,NA,,NA,400,A662 X B73,40,NA,,:A675;USA126:Ames 23499;:1985:2452,,10,NA,NA,,"DEVELOPED   Minnesota, United States by University of Minnesota. DONATED  11/25/1996 Minnesota, United States by University of Minnesota",,968,A675,Ames23499,Minnesota,unclassified,0,A662,B73,0,0,0,0,,NA,NA,NA,LH59_1
189,Ames 23405,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1535027,,NA,311987,A239,19961125,,,,,NA,,NA,400,A73 X A347,40,NA,,:A239;USA126:Ames 23405;:1984:3;:1996:35;:3075-2/00,USA005,10,NA,NA,,"DEVELOPED   Minnesota, United States by University of Minnesota. DONATED  11/25/1996 Minnesota, United States by University of Minnesota",,734,A239,Ames23405,Minnesota,unclassified,0,A73,A347,0,0,INBRED,0,,NA,NA,NA,Ladyfinger
