,accenumb,taxon,genus,species,spauthor,subtaxa,subtauthor,cropname,avail,instcode,acckey,collnumb,collcode,taxno,accename,acqdate,origcty,collsite,latitude,longitude,elevation,colldate,bredcode,sampstat,ancest,collsrc,donorcode,donornumb,othernumb,duplsite,storage,latdec,longdec,remarks,history,released,Seq,Inbred.Line,Accesion.N,Breeding.program,Pop.structure,Year.Rel,P1A,P2A,eraA,GroupA,TypeA,SourceA,X,X.1,X.2,X.3,Ped_line
348,Ames 25374,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1578923,,NA,311987,Pa91HT3,19990518,,,,,NA,,NA,400,,40,NA,,:Pa91HT3;USA126:Ames 25374;:96:831-838,,10,NA,NA,,"DEVELOPED   Pennsylvania, United States by. DONATED  05/18/1999 North Carolina, United States by Carson, M., USDA/ARS",,3348,Pa91HT3,Ames25374,Other,stiff stalk,0,Pa91,Ht3source,0,0,INBRED,0,,NA,NA,NA,PB80_3
357,Ames 26117,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1606092,,NA,311987,CI 7A,20001120,,,,,NA,,NA,400,,40,NA,,:CI 7A;USA126:Ames 26117,,10,NA,NA,,"DONATED  11/20/2000 Missouri, United States by Darrah, L., USDA-ARS",,1388,CI7A,Ames26117,Other,unclassified,0,0,0,0,0,INBRED,Unknown pedigree,,NA,NA,NA,H7FS6
359,Ames 26119,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1606094,,NA,311987,CI 19,20001120,,,,,NA,,NA,400,,40,NA,,:CI 19;USA126:Ames 26119,,10,NA,NA,,"DONATED  11/20/2000 Missouri, United States by Darrah, L., USDA-ARS",,1339,CI19,Ames26119,Other,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,A33GB4
360,Ames 26120,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1606095,,NA,311987,CI 20,20001120,,,,,NA,,NA,400,,40,NA,,:CI 20;USA126:Ames 26120,,10,NA,NA,,"DONATED  11/20/2000 Missouri, United States by Darrah, L., USDA-ARS",,1343,CI20,Ames26120,Other,unclassified,0,0,0,0,0,INBRED,Unknown peidigree,,NA,NA,NA,PHCB4
361,Ames 26121,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1606096,,NA,311987,CI 28,20001120,,,,,NA,,NA,400,,40,NA,,:CI 28;USA126:Ames 26121,,10,NA,NA,,"DONATED  11/20/2000 Missouri, United States by Darrah, L., USDA-ARS",,1347,CI28,Ames26121,Other,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,PH848
362,Ames 26122,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1606097,,NA,311987,CI 28B,20001120,,,,,NA,,NA,400,,40,NA,,:CI 28B;USA126:Ames 26122,,10,NA,NA,,"DONATED  11/20/2000 Missouri, United States by Darrah, L., USDA-ARS",,1349,CI28B,Ames26122,Other,unclassified,0,0,0,0,0,0,0,,NA,NA,NA,PH891
363,Ames 26123,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1606098,,NA,311987,CI 28C,20001120,,,,,NA,,NA,400,,40,NA,,:CI 28C;USA126:Ames 26123,,10,NA,NA,,"DONATED  11/20/2000 Missouri, United States by Darrah, L., USDA-ARS",,1350,CI28C,Ames26123,Other,unclassified,0,0,0,0,0,0,0,,NA,NA,NA,PH814
367,Ames 26127,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1606102,,NA,311987,CI 34,20001120,,,,,NA,,NA,400,,40,NA,,:CI 34;USA126:Ames 26127,,10,NA,NA,,"DONATED  11/20/2000 Missouri, United States by Darrah, L., USDA-ARS",,1362,CI34,Ames26127,Other,unclassified,0,0,0,0,0,INBRED,Unknown peidigree,,NA,NA,NA,PHB09
368,Ames 26128,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1606103,,NA,311987,CI 40H,20001120,,,,,NA,,NA,400,,40,NA,,:CI 40H;USA126:Ames 26128,,10,NA,NA,,"DONATED  11/20/2000 Missouri, United States by Darrah, L., USDA-ARS",,1366,CI40H,Ames26128,Other,unclassified,0,Os420,CI23,0,0,INBRED,0,,NA,NA,NA,PHB36
370,Ames 26130,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1606105,,NA,311987,CI 46,20001120,,,,,NA,,NA,400,,40,NA,,:CI 46;USA126:Ames 26130,,10,NA,NA,,"DONATED  11/20/2000 Missouri, United States by Darrah, L., USDA-ARS",,1374,CI46,Ames26130,Other,unclassified,0,0,0,0,0,INBRED,Unknown peidigree,,NA,NA,NA,PH070
371,Ames 26131,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1606106,,NA,311987,CI 70,20001120,,,,,NA,,NA,400,,40,NA,,:CI 70;USA126:Ames 26131,,10,NA,NA,,"DONATED  11/20/2000 Missouri, United States by Darrah, L., USDA-ARS",,1384,CI70,Ames26131,Other,unclassified,0,0,0,0,0,INBRED,Unknown pedigree,,NA,NA,NA,PHAC54
372,Ames 26132,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,N,USA020,1606107,,NA,311987,CI 72,20001120,,,,,NA,,NA,400,,40,NA,,:CI 72;USA126:Ames 26132;:06:974,,10,NA,NA,,"DONATED  11/20/2000 Missouri, United States by Darrah, L., USDA-ARS",,1385,CI72,Ames26132,Other,unclassified,0,0,0,0,0,INBRED,Unknown pedigree,,NA,NA,NA,
373,Ames 26133,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1606108,,NA,311987,CI 74,20001120,,,,,NA,,NA,400,,40,NA,,:CI 74;USA126:Ames 26133,,10,NA,NA,,"DONATED  11/20/2000 Missouri, United States by Darrah, L., USDA-ARS",,1386,CI74,Ames26133,Other,unclassified,0,0,0,0,0,INBRED,Unknown pedigree,,NA,NA,NA,
374,Ames 26134,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1606109,,NA,311987,CI 75,20001120,,,,,NA,,NA,400,,40,NA,,:CI 75;USA126:Ames 26134,,10,NA,NA,,"DONATED  11/20/2000 Missouri, United States by Darrah, L., USDA-ARS",,1387,CI75,Ames26134,Other,unclassified,0,0,0,0,0,INBRED,Unknown pedigree,,NA,NA,NA,AB70
376,Ames 26136,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1606111,,NA,311987,CI 84B,20001120,,,,,NA,,NA,400,,40,NA,,:CI 84B;USA126:Ames 26136,,10,NA,NA,,"DONATED  11/20/2000 Missouri, United States by Darrah, L., USDA-ARS",,1398,CI84B,Ames26136,Other,unclassified,0,0,0,0,0,INBRED,Unknown pedigree,,NA,NA,NA,PHG93H
379,Ames 26253,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1546027,,NA,311987,NEI 9004,19970715,,,,,NA,,NA,400,,40,NA,NEI 9004,:NEI 9004;USA126:Ames 26253;:Q 37077;:TF 95 LR,,10,NA,NA,Inbred.,"DONATED  07/15/1997 Nakhon Sawan, Thailand by Nakhon Sawan Field Crops Center",,3224,NEI9004,Ames26253,Thailand,tropical,0,0,0,0,0,INBRED,0,,NA,NA,NA,PHB02
386,Ames 26760,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633363,,NA,311987,A632 +/sh2,20020411,,,,,NA,,NA,400,,40,NA,,:A632 +/sh2;USA126:Ames 26760;:2001:6510,,10,NA,NA,,"DEVELOPED  2001 Wisconsin, United States by Tracy, W., University of Wisconsin. DONATED  04/11/2002 Wisconsin, United States by Tracy, W., University of Wisconsin",,882,A632+/sh2,Ames26760,Wisconsin,stiff stalk,0,A632,Unknown HT source ,0,0,INBRED  LIKELY BC5 TO A632  HT SOURCE UNKNOWN,0,,NA,NA,NA,PH041HT
387,Ames 26761,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633364,,NA,311987,A632 sh2/sh2,20020411,,,,,NA,,NA,400,,40,NA,,:A632 sh2/sh2;USA126:Ames 26761;:2001:6511,,10,NA,NA,,"DEVELOPED  2001 Wisconsin, United States by Tracy, W., University of Wisconsin. DONATED  04/11/2002 Wisconsin, United States by Tracy, W., University of Wisconsin",,886,A632sh2/sh2,Ames26761,Wisconsin,stiff stalk,0,A632,0,0,0,0,0,,NA,NA,NA,CM11
388,Ames 26762,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633365,,NA,311987,A632 su/su,20020411,,,,,NA,,NA,400,,40,NA,,:A632 su/su;USA126:Ames 26762;:2001:6512,,10,NA,NA,,"DEVELOPED  2001 Wisconsin, United States by Tracy, W., University of Wisconsin. DONATED  04/11/2002 Wisconsin, United States by Tracy, W., University of Wisconsin",,887,A632su/su,Ames26762,Wisconsin,stiff stalk,0,A632,0,0,0,0,0,,NA,NA,NA,PHB60
389,Ames 26763,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633366,,NA,311987,B84 +/su,20020411,,,,,NA,,NA,400,,40,NA,,:B84 +/su;USA126:Ames 26763;:2000:7164,,10,NA,NA,,"DEVELOPED  2000 Wisconsin, United States by Tracy, W., University of Wisconsin. DONATED  04/11/2002 Wisconsin, United States by Tracy, W., University of Wisconsin",,1246,B84+/su,Ames26763,Wisconsin,stiff stalk,0,B84,0,0,0,INBRED,su version of B84,,NA,NA,NA,PHHD38
390,Ames 26764,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633367,,NA,311987,Mo17 +/su,20020411,,,,,NA,,NA,400,,40,NA,,:Mo17 +/su;USA126:Ames 26764;:2001:6514,,10,NA,NA,,"DEVELOPED  2001 Wisconsin, United States by Tracy, W., University of Wisconsin. DONATED  04/11/2002 Wisconsin, United States by Tracy, W., University of Wisconsin",,2658,Mo17+/su,Ames26764,Wisconsin,non-stiff stalk,0,Mo17,0,0,0,INBRED,su conversion,,NA,NA,NA,PHG44
391,Ames 26765,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633368,,NA,311987,Oh43 (su),20020411,,,,,NA,,NA,400,,40,NA,,:Oh43 (su);USA126:Ames 26765;:2001:6515,,10,NA,NA,,"DEVELOPED  2001 Wisconsin, United States by Tracy, W., University of Wisconsin. DONATED  04/11/2002 Wisconsin, United States by Tracy, W., University of Wisconsin",,3279,Oh43su,Ames26765,Other,non-stiff stalk,0,Oh43,0,0,0,INBRED,0,,NA,NA,NA,PHAT2
392,Ames 26766,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633369,,NA,311987,Oh43 sh2,20020411,,,,,NA,,NA,400,,40,NA,,:Oh43 sh2;USA126:Ames 26766;:2000:7167,,10,NA,NA,,"DEVELOPED  2000 Wisconsin, United States by Tracy, W., University of Wisconsin. DONATED  04/11/2002 Wisconsin, United States by Tracy, W., University of Wisconsin",,3278,Oh43sh2,Ames26766,Wisconsin,non-stiff stalk,0,Oh43,0,0,0,INBRED,0,,NA,NA,NA,PHEJ8
393,Ames 26767,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633386,,NA,311987,W64A ae,20020412,,,,,NA,,NA,400,,40,NA,,:W64A ae;USA126:Ames 26767,,10,NA,NA,,"DEVELOPED   Missouri, United States by Darrah, L., USDA-ARS. DONATED  04/12/2002 Missouri, United States by Darrah, L., USDA-ARS",,4021,W64Aae,Ames26767,Wisconsin,stiff stalk,0,W64A,0,0,0,INBRED,0,,NA,NA,NA,PHB83
394,Ames 26768,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633387,,NA,311987,W64A ae/wx,20020412,,,,,NA,,NA,400,,40,NA,,:W64A ae/wx;USA126:Ames 26768;:88:1518,,10,NA,NA,,"DEVELOPED   Missouri, United States by Darrah, L., USDA-ARS. DONATED  04/12/2002 Missouri, United States by Darrah, L., USDA-ARS",,4022,W64Aae/wx,Ames26768,Other,stiff stalk,0,W64A,0,0,0,INBRED,0,,NA,NA,NA,PHB82
395,Ames 26769,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633451,,NA,311987,B2,20020412,,,,,NA,,NA,400,,40,NA,,:B2;USA126:Ames 26769;:9-2/02,USA005,10,NA,NA,,"DEVELOPED   Indiana, United States by Purdue University. DONATED  04/12/2002 Indiana, United States by Foster, W., Purdue University",,1186,B2,Ames26769,Iowa,unclassified,1,ReidYellowDent,ReidYellowDent,1,4,INBRED ,There is an Indiana line coded B2 from Butler Reid,,NA,NA,NA,PHG61
396,Ames 26770,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633452,,NA,311987,66,20020412,,,,,NA,,NA,400,,40,NA,,:66;USA126:Ames 26770,,10,NA,NA,,"DEVELOPED   Indiana, United States by Purdue University. DONATED  04/12/2002 Indiana, United States by Foster, W., Purdue University",,503,66,Ames26770,Illnois,unclassified,1,EarlyYellowDent,EarlyYellowDent,1,4,INBRED   ,0,,NA,NA,NA,PHR36_1
397,Ames 26771,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633453,,NA,311987,33-16,20020412,,,,,NA,,NA,400,,40,NA,,:33-16;USA126:Ames 26771;:720-2/99,USA005,10,NA,NA,,"DEVELOPED   Indiana, United States by Purdue University. DONATED  04/12/2002 Indiana, United States by Foster, W., Purdue University",,601,33-16,Ames26771,Other,unclassified,1,LuxJohnsonCountyWhite,LuxJohnsonCountyWhite,1,1,INBRED,0,,NA,NA,NA,PHR36_2
398,Ames 26772,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633454,,NA,311987,H5,20020412,,,,,NA,,NA,400,,40,NA,,:H5;USA126:Ames 26772,,10,NA,NA,,"DEVELOPED   Indiana, United States by Purdue University. DONATED  04/12/2002 Indiana, United States by Foster, W., Purdue University",,2292,H5,Ames26772,Indiana,unclassified,1,22-35,22-35,2,1,SELF OUT OF 22-35   22-35 MAY NOT HAVE BEEN FULLY INBRED,0,,NA,NA,NA,PHR36_3
399,Ames 26773,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633455,,NA,311987,H10,20020412,,,,,NA,,NA,400,,40,NA,,:H10;USA126:Ames 26773,,10,NA,NA,,"DEVELOPED   Indiana, United States by Purdue University. DONATED  04/12/2002 Indiana, United States by Foster, W., Purdue University",,2200,H10,Ames26773,Indiana,unclassified,0,CI187_2, ITE701,0,0,INBRED,0,,NA,NA,NA,PHR36_4
400,Ames 26774,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633456,,NA,311987,H14,20020412,,,,,NA,,NA,400,,40,NA,,:H14;USA126:Ames 26774,,10,NA,NA,,"DEVELOPED   Indiana, United States by Purdue University. DONATED  04/12/2002 Indiana, United States by Foster, W., Purdue University",,2268,H14,Ames26774,Indiana,unclassified,0,LancasterSynthetic,0,0,0,INBRED,0,,NA,NA,NA,PHB49
401,Ames 26775,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633457,,NA,311987,H19,20020412,,,,,NA,,NA,400,,40,NA,,:H19;USA126:Ames 26775,,10,NA,NA,,"DEVELOPED   Indiana, United States by Purdue University. DONATED  04/12/2002 Indiana, United States by Foster, W., Purdue University",,2269,H19,Ames26775,Indiana,unclassified,0,EarlyYellowDent,0,0,0,INBRED,0,,NA,NA,NA,PHHD12
402,Ames 26776,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633458,,NA,311987,H22w,20020412,,,,,NA,,NA,400,,40,NA,,:H22w;USA126:Ames 26776,,10,NA,NA,,"DEVELOPED   Indiana, United States by Purdue University. DONATED  04/12/2002 Indiana, United States by Foster, W., Purdue University",,2271,H22w,Ames26776,Indiana,non-stiff stalk,0,JohnsonCountyWhite,0,0,0,INBRED,0,,NA,NA,NA,PHV80
403,Ames 26777,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633459,,NA,311987,H23w,20020412,,,,,NA,,NA,400,,40,NA,,:H23w;USA126:Ames 26777,,10,NA,NA,,"DEVELOPED   Indiana, United States by Purdue University. DONATED  04/12/2002 Indiana, United States by Foster, W., Purdue University",,2272,H23w,Ames26777,Indiana,unclassified,0,PrideofSaline,0,0,0,INBRED,0,,NA,NA,NA,PHW94
404,Ames 26778,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633460,,NA,311987,H26w,20020412,,,,,NA,,NA,400,,40,NA,,:H26w;USA126:Ames 26778,,10,NA,NA,,"DEVELOPED   Indiana, United States by Purdue University. DONATED  04/12/2002 Indiana, United States by Foster, W., Purdue University",,2214,H26W,Ames26778,Indiana,unclassified,0,M14W,0,0,0,0,0,,NA,NA,NA,PHG21
405,Ames 26779,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633461,,NA,311987,H27w,20020412,,,,,NA,,NA,400,,40,NA,,:H27w;USA126:Ames 26779,,10,NA,NA,,"DEVELOPED   Indiana, United States by Purdue University. DONATED  04/12/2002 Indiana, United States by Foster, W., Purdue University",,2275,H27w,Ames26779,Indiana,unclassified,0,White _L,0,0,0,INBRED,0,,NA,NA,NA,PHG41
406,Ames 26780,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633462,,NA,311987,H28w,20020412,,,,,NA,,NA,400,,40,NA,,:H28w;USA126:Ames 26780,,10,NA,NA,,"DEVELOPED   Indiana, United States by Purdue University. DONATED  04/12/2002 Indiana, United States by Foster, W., Purdue University",,2224,H28W,Ames26780,Indiana,unclassified,0,H28W_1,Hy,0,0,INBRED,0,,NA,NA,NA,PHG27
408,Ames 26782,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633464,,NA,311987,H30w,20020412,,,,,NA,,NA,400,,40,NA,,:H30w;USA126:Ames 26782,,10,NA,NA,,"DEVELOPED   Indiana, United States by Purdue University. DONATED  04/12/2002 Indiana, United States by Foster, W., Purdue University",,2280,H30W,Ames26782,Indiana,unclassified,0,30W_2,Oct-34,0,0,INBRED,0,,NA,NA,NA,PH555
409,Ames 26783,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633465,,NA,311987,H41,20020412,,,,,NA,,NA,400,,40,NA,,:H41;USA126:Ames 26783,,10,NA,NA,,"DEVELOPED   Indiana, United States by Purdue University. DONATED  04/12/2002 Indiana, United States by Foster, W., Purdue University",,2282,H41,Ames26783,Indiana,unclassified,0,H41_1,M14,0,0,INBRED,0,,NA,NA,NA,B09_EARLYB37
410,Ames 26784,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633466,,NA,311987,H42,20020412,,,,,NA,,NA,400,,40,NA,,:H42;USA126:Ames 26784,,10,NA,NA,,"DEVELOPED   Indiana, United States by Purdue University. DONATED  04/12/2002 Indiana, United States by Foster, W., Purdue University",,2284,H42,Ames26784,Indiana,unclassified,0,H42_1,M14,0,0,INBRED,0,,NA,NA,NA,PHZAP4CB
411,Ames 26785,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633467,,NA,311987,H45,20020412,,,,,NA,,NA,400,,40,NA,,:H45;USA126:Ames 26785,,10,NA,NA,,"DEVELOPED   Indiana, United States by Purdue University. DONATED  04/12/2002 Indiana, United States by Foster, W., Purdue University",,2286,H45,Ames26785,Indiana,stiff stalk,0,H45_1,WF9,0,0,INBRED,0,,NA,NA,NA,PHG42
412,Ames 26786,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633468,,NA,311987,H46,20020412,,,,,NA,,NA,400,,40,NA,,:H46;USA126:Ames 26786,,10,NA,NA,,"DEVELOPED   Indiana, United States by Purdue University. DONATED  04/12/2002 Indiana, United States by Foster, W., Purdue University",,2289,H46,Ames26786,Indiana,stiff stalk,0,H46_1,WF9,0,0,INBRED,0,,NA,NA,NA,PHG48
413,Ames 26787,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633469,,NA,311987,H49,20020412,,,,,NA,,NA,400,,40,NA,,:H49;USA126:Ames 26787,,10,NA,NA,,"DEVELOPED   Indiana, United States by Purdue University. DONATED  04/12/2002 Indiana, United States by Foster, W., Purdue University",,2291,H49,Ames26787,Indiana,unclassified,1, H49_1,WF9,1,3,INBRED,0,,NA,NA,NA,PH801
414,Ames 26788,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633470,,NA,311987,H50,20020412,,,,,NA,,NA,400,,40,NA,,:H50;USA126:Ames 26788,,10,NA,NA,,"DEVELOPED   Indiana, United States by Purdue University. DONATED  04/12/2002 Indiana, United States by Foster, W., Purdue University",,2295,H50,Ames26788,Indiana,unclassified,0,H50_2,Oct-34,0,0,INBRED,0,,NA,NA,NA,PH1D11
415,Ames 26789,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633471,,NA,311987,H51,20020412,,,,,NA,,NA,400,,40,NA,,:H51;USA126:Ames 26789,,10,NA,NA,,"DEVELOPED   Indiana, United States by Purdue University. DONATED  04/12/2002 Indiana, United States by Foster, W., Purdue University",,2296,H51,Ames26789,Indiana,unclassified,0,H50_2,Oct-34,0,0,INBRED,0,,NA,NA,NA,PHW17_1
416,Ames 26790,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633472,,NA,311987,H52,20020412,,,,,NA,,NA,400,,40,NA,,:H52;USA126:Ames 26790,,10,NA,NA,,"DEVELOPED   Indiana, United States by Purdue University. DONATED  04/12/2002 Indiana, United States by Foster, W., Purdue University",,2298,H52,Ames26790,Indiana,unclassified,0,H52_1,Oct-34,0,0,INBRED,0,,NA,NA,NA,PH051
417,Ames 26791,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633473,,NA,311987,H55,20020412,,,,,NA,,NA,400,,40,NA,,:H55;USA126:Ames 26791,,10,NA,NA,,"DEVELOPED   Indiana, United States by Purdue University. DONATED  04/12/2002 Indiana, United States by Foster, W., Purdue University",,2301,H55,Ames26791,Indiana,unclassified,0,H55_2,Hy,0,0,INBRED,0,,NA,NA,NA,PHW17_2
418,Ames 26792,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633474,,NA,311987,H59,20020412,,,,,NA,,NA,400,,40,NA,,:H59;USA126:Ames 26792,,10,NA,NA,,"DEVELOPED   Indiana, United States by Purdue University. DONATED  04/12/2002 Indiana, United States by Foster, W., Purdue University",,2304,H59,Ames26792,Indiana,unclassified,0,H59_1,Mo940,0,0,INBRED,0,,NA,NA,NA,PHB76
419,Ames 26793,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633475,,NA,311987,H71,20020412,,,,,NA,,NA,400,,40,NA,,:H71;USA126:Ames 26793,,10,NA,NA,,"DEVELOPED   Indiana, United States by Purdue University. DONATED  04/12/2002 Indiana, United States by Foster, W., Purdue University",,2306,H71,Ames26793,Indiana,unclassified,0,H71_1,W22,0,0,INBRED,0,,NA,NA,NA,PHW20_1
420,Ames 26794,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633476,,NA,311987,H73,20020412,,,,,NA,,NA,400,,40,NA,,:H73;USA126:Ames 26794,,10,NA,NA,,"DEVELOPED   Indiana, United States by Purdue University. DONATED  04/12/2002 Indiana, United States by Foster, W., Purdue University",,2308,H73,Ames26794,Indiana,unclassified,0,H73_1,Oh51A,0,0,0,0,,NA,NA,NA,PHDF2
421,Ames 26795,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633477,,NA,311987,H88,20020412,,,,,NA,,NA,400,,40,NA,,:H88;USA126:Ames 26795,,10,NA,NA,,"DEVELOPED   Indiana, United States by Purdue University. DONATED  04/12/2002 Indiana, United States by Foster, W., Purdue University",,2202,H88,Ames26795,Indiana,unclassified,0,Oh43,CI90A,0,0,INBRED,0,,NA,NA,NA,PH861
422,Ames 26796,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633478,,NA,311987,H93,20020412,,,,,NA,,NA,400,,40,NA,,:H93;USA126:Ames 26796,,10,NA,NA,,"DEVELOPED   Indiana, United States by Purdue University. DONATED  04/12/2002 Indiana, United States by Foster, W., Purdue University",,170,H93,Ames26796,Indiana,unclassified,1,H93_4,B37,2,5,INBRED,0,,NA,NA,NA,PHT90
423,Ames 26797,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633479,,NA,311987,H96,20020412,,,,,NA,,NA,400,,40,NA,,:H96;USA126:Ames 26797,,10,NA,NA,,"DEVELOPED   Indiana, United States by Purdue University. DONATED  04/12/2002 Indiana, United States by Foster, W., Purdue University",,2312,H96,Ames26797,Indiana,unclassified,0,H55,H56,0,0,INBRED,0,,NA,NA,NA,PH841
424,Ames 26798,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633480,,NA,311987,H98,20020412,,,,,NA,,NA,400,,40,NA,,:H98;USA126:Ames 26798,,10,NA,NA,,"DEVELOPED   Indiana, United States by Purdue University. DONATED  04/12/2002 Indiana, United States by Foster, W., Purdue University",,2229,H98,Ames26798,Indiana,unclassified,1,OH45,HY,2,5,INBRED,0,,NA,NA,NA,Pickett(Dickersonstrain)
425,Ames 26799,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633481,,NA,311987,H101,20020412,,,,,NA,,NA,400,,40,NA,,:H101;USA126:Ames 26799,,10,NA,NA,,"DEVELOPED   Indiana, United States by Purdue University. DONATED  04/12/2002 Indiana, United States by Foster, W., Purdue University",,2208,H101,Ames26799,Indiana,unclassified,0,H88,H95,0,0,INBRED,0,,NA,NA,NA,PolarDent
427,Ames 26801,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633483,,NA,311987,H108,20020412,,,,,NA,,NA,400,,40,NA,,:H108;USA126:Ames 26801,,10,NA,NA,,"DEVELOPED   Indiana, United States by Purdue University. DONATED  04/12/2002 Indiana, United States by Foster, W., Purdue University",,2234,H108,Ames26801,Indiana,non-stiff stalk,0,H108_1,Mo17,0,0,INBRED,0,,NA,NA,NA,PrideoftheNorth
429,Ames 26803,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633485,,NA,311987,H113,20020412,,,,,NA,,NA,400,,40,NA,,:H113;USA126:Ames 26803,,10,NA,NA,,"DEVELOPED   Indiana, United States by Purdue University. DONATED  04/12/2002 Indiana, United States by Foster, W., Purdue University",,2243,H113,Ames26803,Indiana,unclassified,0,H60,H55,0,0,INBRED,0,,NA,NA,NA,51E
