"","Year.Rel","released","Accession","Inbred.Line","Inbred.name","GBS.name..Sample.Flowcell.Lane.Well.","P1A","P2A","ancest","history","Pop.structure","remarks"
"4278",NA,"","SC357",NA,"SC357","SC357:8042MABXX:3:G12",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4279",NA,"","SC359",NA,"SC359","SC359:81N4HABXX:2:H10",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4280",NA,"","SC401",NA,"SC401","SC401:81N4HABXX:3:B11",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4281",0,"","SC54","SC54","SC54","SC54:81FE7ABXX:6:C9","SC54_1","L578","","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon","unclassified",""
"4282",NA,"","SC55",NA,"SC55","SC55:627C3AAXX:6:C12",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4283",NA,"","SC55",NA,"SC55","SC55:8042MABXX:3:C12",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4284",NA,"","SC76",NA,"SC76","SC76:81FE7ABXX:6:A10",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4285",NA,"","SD40",NA,"SD40","SD40:627C3AAXX:6:G9",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4286",NA,"","SD40",NA,"SD40","SD40:8042MABXX:3:G9",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4287",NA,"","SD44",NA,"SD44","SD44:627C3AAXX:6:G4",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4288",NA,"","SD44",NA,"SD44","SD44:8042MABXX:3:G4",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4289",NA,"","Sg1533",NA,"Sg1533","Sg1533:627C3AAXX:7:B10",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4290",NA,"","Sg1533",NA,"Sg1533","Sg1533:8042MABXX:4:B10",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4291",NA,"","Sg18",NA,"Sg18","Sg18:627C3AAXX:5:F5",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4292",NA,"","Sg18",NA,"Sg18","Sg18:8042MABXX:2:F5",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4293",NA,"","T173",NA,"T173","T173:81FE7ABXX:7:B1",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4294",NA,"","T232",NA,"T232","T232:627C3AAXX:7:F4",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4295",NA,"","T232",NA,"T232","T232:8042MABXX:4:F4",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4296",NA,"","T234",NA,"T234","T234:627C3AAXX:6:A2",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4297",NA,"","T234",NA,"T234","T234:8042MABXX:3:A2",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4298",NA,"","T8",NA,"T8","T8:627C3AAXX:6:E8",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4299",NA,"","T8",NA,"T8","T8:8042MABXX:3:E8",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4300",NA,"","T8",NA,"T8","T8:81FE8ABXX:7:A7",NA,NA,"","COLLECTED   China by. DONATED  12/24/1992 Oregon, United States by Johannessen, C., University of Oregon",NA,""
"4301",NA,"","TR9-1-1-6",NA,"TR9-1-1-6","TR_9-1-1-6:81FE8ABXX:4:G10",NA,NA,"","",NA,""
"4302",NA,"","Tx114",NA,"Tx114","Tx114:81N4HABXX:1:F9",NA,NA,"","",NA,""
"4303",NA,"","Tx204",NA,"Tx204","Tx204:81FE8ABXX:7:A11",NA,NA,"","",NA,""
"4304",NA,"","Tx204",NA,"Tx204","Tx204:C07W2ACXX:1:D3",NA,NA,"","",NA,""
"4305",NA,"","Tx204",NA,"Tx204","Tx204:C07W2ACXX:2:D3",NA,NA,"","",NA,""
"4306",NA,"","Tx204",NA,"Tx204","Tx204:D0D0BACXX:1:D3",NA,NA,"","",NA,""
"4307",NA,"","Tx204",NA,"Tx204","Tx204:D0D7RACXX:1:D3",NA,NA,"","",NA,""
"4308",NA,"","Tx204",NA,"Tx204","Tx204:D0D7RACXX:2:D3",NA,NA,"","",NA,""
"4309",NA,"","Tx205",NA,"Tx205","Tx205:81N4HABXX:1:D6",NA,NA,"","",NA,""
"4310",NA,"","Tx303",NA,"Tx303","Tx303:627C3AAXX:6:A3",NA,NA,"","",NA,""
"4311",NA,"","Tx303",NA,"Tx303","Tx303:8042MABXX:3:A3",NA,NA,"","",NA,""
"4312",NA,"","Tx303",NA,"Tx303","Tx303:81FE7ABXX:1:B10",NA,NA,"","",NA,""
"4313",NA,"","Tx303",NA,"Tx303","Tx303:C07W2ACXX:1:G7",NA,NA,"","",NA,""
"4314",NA,"","Tx303",NA,"Tx303","Tx303:C07W2ACXX:2:G7",NA,NA,"","",NA,""
"4315",NA,"","Tx303",NA,"Tx303","Tx303:D0D0BACXX:1:G7",NA,NA,"","",NA,""
"4316",NA,"","Tx303",NA,"Tx303","Tx303:D0D7RACXX:1:G7",NA,NA,"","",NA,""
"4317",NA,"","Tx303",NA,"Tx303","Tx303:D0D7RACXX:2:G7",NA,NA,"","",NA,""
"4318",0,"","Tx325","Tx325","Tx325","Tx325:81FENABXX:7:F1","YellowSurcropper","YellowSurcropper","","","unclassified",""
"4319",0,"","Tx325","Tx325","Tx325","Tx325(Warburton):D0D0BACXX:4:G10","YellowSurcropper","YellowSurcropper","","","unclassified",""
"4320",NA,"","Tx601",NA,"Tx601","Tx601:627C3AAXX:6:D8",NA,NA,"","",NA,""
"4321",NA,"","Tx601",NA,"Tx601","Tx601:8042MABXX:3:D8",NA,NA,"","",NA,""
"4322",NA,"","Tx772",NA,"Tx772","Tx772:81N4HABXX:1:H12",NA,NA,"","",NA,""
"4323",NA,"","Tzi10",NA,"Tzi10","Tzi10:627C3AAXX:6:G5",NA,NA,"","",NA,""
"4324",NA,"","Tzi10",NA,"Tzi10","Tzi10:8042MABXX:3:G5",NA,NA,"","",NA,""
"4325",NA,"","Tzi11",NA,"Tzi11","Tzi11:627C3AAXX:6:E12",NA,NA,"","",NA,""
"4326",NA,"","Tzi11",NA,"Tzi11","Tzi11:8042MABXX:3:E12",NA,NA,"","",NA,""
"4327",NA,"","Tzi16",NA,"Tzi16","Tzi16:627C3AAXX:6:C8",NA,NA,"","",NA,""
"4328",NA,"","Tzi16",NA,"Tzi16","Tzi16:8042MABXX:3:C8",NA,NA,"","",NA,""
"4329",NA,"","Tzi18",NA,"Tzi18","Tzi18:627C3AAXX:6:B7",NA,NA,"","",NA,""
"4330",NA,"","Tzi18",NA,"Tzi18","Tzi18:8042MABXX:3:B7",NA,NA,"","",NA,""
"4331",NA,"","Tzi25",NA,"Tzi25","Tzi25:627C3AAXX:5:E6",NA,NA,"","",NA,""
"4332",NA,"","Tzi25",NA,"Tzi25","Tzi25:8042MABXX:2:E6",NA,NA,"","",NA,""
"4333",NA,"","Tzi8",NA,"Tzi8","Tzi8:627C3AAXX:7:C2",NA,NA,"","",NA,""
"4334",NA,"","Tzi8",NA,"Tzi8","Tzi8:8042MABXX:4:C2",NA,NA,"","",NA,""
"4335",NA,"","Tzi8",NA,"Tzi8","Tzi8:C07W2ACXX:1:G8",NA,NA,"","",NA,""
"4336",NA,"","Tzi8",NA,"Tzi8","Tzi8:C07W2ACXX:2:G8",NA,NA,"","",NA,""
"4337",NA,"","Tzi8",NA,"Tzi8","Tzi8:D0D0BACXX:1:G8",NA,NA,"","",NA,""
"4338",NA,"","Tzi8",NA,"Tzi8","Tzi8:D0D7RACXX:1:G8",NA,NA,"","",NA,""
"4339",NA,"","Tzi8",NA,"Tzi8","Tzi8:D0D7RACXX:2:G8",NA,NA,"","",NA,""
"4340",NA,"","Tzi9",NA,"Tzi9","Tzi9:627C3AAXX:6:B3",NA,NA,"","",NA,""
"4341",NA,"","Tzi9",NA,"Tzi9","Tzi9:8042MABXX:3:B3",NA,NA,"","",NA,""
"4342",NA,"","U267Y",NA,"U267Y","U267Y:627C3AAXX:7:G12",NA,NA,"","",NA,""
"4343",NA,"","U267Y",NA,"U267Y","U267Y:8042MABXX:4:G12",NA,NA,"","",NA,""
"4344",NA,"","VA102",NA,"VA102","VA102:627C3AAXX:7:F10",NA,NA,"","",NA,""
"4345",NA,"","VA102",NA,"VA102","VA102:8042MABXX:4:F10",NA,NA,"","",NA,""
"4346",NA,"","VEN981a-1",NA,"VEN981a-1","VEN_981a-1:81FE7ABXX:7:H11",NA,NA,"","",NA,""
"4347",NA,"","Va14",NA,"Va14","Va14:627C3AAXX:6:G3",NA,NA,"","",NA,""
"4348",NA,"","Va14",NA,"Va14","Va14:8042MABXX:3:G3",NA,NA,"","",NA,""
"4349",NA,"","Va17",NA,"Va17","Va17:627C3AAXX:6:F10",NA,NA,"","",NA,""
"4350",NA,"","Va17",NA,"Va17","Va17:8042MABXX:3:F10",NA,NA,"","",NA,""
"4351",NA,"","Va22",NA,"Va22","Va22:627C3AAXX:5:B12",NA,NA,"","",NA,""
"4352",NA,"","Va22",NA,"Va22","Va22:8042MABXX:2:B12",NA,NA,"","",NA,""
"4353",NA,"","Va26",NA,"Va26","Va26:627C3AAXX:7:H11",NA,NA,"","",NA,""
"4354",NA,"","Va26",NA,"Va26","Va26:8042MABXX:4:H11",NA,NA,"","",NA,""
"4355",NA,"","Va35",NA,"Va35","Va35:627C3AAXX:5:F7",NA,NA,"","",NA,""
"4356",NA,"","Va35",NA,"Va35","Va35:8042MABXX:2:F7",NA,NA,"","",NA,""
"4357",NA,"","Va59",NA,"Va59","Va59:627C3AAXX:5:C5",NA,NA,"","",NA,""
"4358",NA,"","Va59",NA,"Va59","Va59:8042MABXX:2:C5",NA,NA,"","",NA,""
"4359",NA,"","Va85",NA,"Va85","Va85:627C3AAXX:7:G5",NA,NA,"","",NA,""
"4360",NA,"","Va85",NA,"Va85","Va85:8042MABXX:4:G5",NA,NA,"","",NA,""
"4361",NA,"","Va99",NA,"Va99","Va99:627C3AAXX:5:A11",NA,NA,"","",NA,""
"4362",NA,"","Va99",NA,"Va99","Va99:8042MABXX:2:A11",NA,NA,"","",NA,""
"4363",NA,"","VaW6",NA,"VaW6","VaW6:627C3AAXX:6:C11",NA,NA,"","",NA,""
"4364",NA,"","VaW6",NA,"VaW6","VaW6:8042MABXX:3:C11",NA,NA,"","",NA,""
"4365",NA,"","W117Ht",NA,"W117Ht","W117Ht:627C3AAXX:5:E4",NA,NA,"","",NA,""
"4366",NA,"","W117Ht",NA,"W117Ht","W117Ht:8042MABXX:2:E4",NA,NA,"","",NA,""
"4367",NA,"","W153R",NA,"W153R","W153R:627C3AAXX:5:C11",NA,NA,"","",NA,""
"4368",NA,"","W153R",NA,"W153R","W153R:8042MABXX:2:C11",NA,NA,"","",NA,""
"4369",NA,"","W182B",NA,"W182B","W182B:627C3AAXX:5:G11",NA,NA,"","",NA,""
"4370",NA,"","W182B",NA,"W182B","W182B:8042MABXX:2:G11",NA,NA,"","",NA,""
"4371",NA,"","W22",NA,"W22","W22:627C3AAXX:5:A7",NA,NA,"","",NA,""
"4372",NA,"","W22",NA,"W22","W22:8042MABXX:2:A7",NA,NA,"","",NA,""
"4373",NA,"","W22",NA,"W22","W22:C07W2ACXX:1:G6",NA,NA,"","",NA,""
"4374",NA,"","W22",NA,"W22","W22:C07W2ACXX:2:G6",NA,NA,"","",NA,""
"4375",NA,"","W22",NA,"W22","W22:D0D0BACXX:1:G6",NA,NA,"","",NA,""
"4376",NA,"","W22",NA,"W22","W22:D0D7RACXX:1:G6",NA,NA,"","",NA,""
"4377",NA,"","W22",NA,"W22","W22:D0D7RACXX:2:G6",NA,NA,"","",NA,""
"4378",NA,"","W22Rrstd",NA,"W22Rrstd","W22R-r-std_CS-2909-1:627C3AAXX:7:D8",NA,NA,"","",NA,""
"4379",NA,"","W22Rrstd",NA,"W22Rrstd","W22R-r-std_CS-2909-1:8042MABXX:4:D8",NA,NA,"","",NA,""
"4380",NA,"","W64A",NA,"W64A","W64A:627C3AAXX:7:E9",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4381",NA,"","W64A",NA,"W64A","W64A:8042MABXX:4:E9",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4382",NA,"","WD",NA,"WD","WD:627C3AAXX:5:G2",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4383",NA,"","WD",NA,"WD","WD:8042MABXX:2:G2",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4384",NA,"","WD456",NA,"WD456","WD456:81FE8ABXX:6:C8",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4385",NA,"","Wf9",NA,"Wf9","Wf9:627C3AAXX:7:B6",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4386",NA,"","Wf9",NA,"Wf9","Wf9:8042MABXX:4:B6",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4387",NA,"","Yu796NS",NA,"Yu796NS","Yu796_NS:627C3AAXX:7:H3",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4388",NA,"","Yu796NS",NA,"Yu796NS","Yu796_NS:8042MABXX:4:H3",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4389",NA,"","inbred maize landrace developed by John Doebley",NA,"MR06 (Chapalote) S6","MR06_(Chapalote)_S6:81FE8ABXX:4:A10",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4390",NA,"","inbred maize landrace developed by John Doebley",NA,"MR06 (Chapalote) S6","MR06:D0D0BACXX:4:D6",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4391",NA,"","inbred maize landrace developed by John Doebley",NA,"MR13 (Hickory King) S7","MR13_(Hickory_King):81FE8ABXX:4:G9",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4392",NA,"","inbred maize landrace developed by John Doebley",NA,"MR13 (Hickory King) S7","MR13(Hickory_King)(Holland):D0D0BACXX:3:G10",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4393",NA,"","inbred maize landrace developed by John Doebley",NA,"MR15 (Palomero de Jalisco) S6","MR15_(Palomero_de_Jalisco)_S6:81FE8ABXX:4:E11",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4394",NA,"","inbred maize landrace developed by John Doebley",NA,"MR15 (Palomero de Jalisco) S6","MR15:D0D0BACXX:3:F1",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4395",NA,"","inbred maize landrace developed by John Doebley",NA,"MR26 (Pollo) S5","MR26_(Pollo)_S5:81FE8ABXX:4:D10",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4396",NA,"","inbred maize landrace developed by John Doebley",NA,"MR26 (Pollo) S5","MR26:D0D0BACXX:4:E6",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4397",NA,"","inbred teosinte derived from accession BFB 967             ",NA,"TIL14","TIL14:C07W2ACXX:1:E12",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4398",NA,"","inbred teosinte derived from accession BFB 967             ",NA,"TIL14","TIL14:C07W2ACXX:2:E12",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4399",NA,"","inbred teosinte derived from accession BFB 967             ",NA,"TIL14","TIL14:D0D0BACXX:1:E12",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4400",NA,"","inbred teosinte derived from accession BFB 967             ",NA,"TIL14","TIL14:D0D7RACXX:1:E12",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4401",NA,"","inbred teosinte derived from accession BFB 967             ",NA,"TIL14","TIL14:D0D7RACXX:2:E12",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4402",NA,"","inbred teosinte derived from accession CIMMYT 11355        ",NA,"TIL10","TIL10:C07W2ACXX:1:B12",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4403",NA,"","inbred teosinte derived from accession CIMMYT 11355        ",NA,"TIL10","TIL10:C07W2ACXX:2:B12",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4404",NA,"","inbred teosinte derived from accession CIMMYT 11355        ",NA,"TIL10","TIL10:D0D0BACXX:1:B12",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4405",NA,"","inbred teosinte derived from accession CIMMYT 11355        ",NA,"TIL10","TIL10:D0D7RACXX:1:B12",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4406",NA,"","inbred teosinte derived from accession CIMMYT 11355        ",NA,"TIL10","TIL10:D0D7RACXX:2:B12",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4407",NA,"","inbred teosinte derived from accession CIMMYT 8783         ",NA,"TIL04","TIL04:C07W2ACXX:1:D11",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4408",NA,"","inbred teosinte derived from accession CIMMYT 8783         ",NA,"TIL04","TIL04:C07W2ACXX:2:D11",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4409",NA,"","inbred teosinte derived from accession CIMMYT 8783         ",NA,"TIL04","TIL04:D0D0BACXX:1:D11",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4410",NA,"","inbred teosinte derived from accession CIMMYT 8783         ",NA,"TIL04","TIL04:D0D7RACXX:1:D11",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4411",NA,"","inbred teosinte derived from accession CIMMYT 8783         ",NA,"TIL04","TIL04:D0D7RACXX:2:D11",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4412",NA,"","inbred teosinte derived from accession GWB BK Site 4       ",NA,"TIL16","TIL16:C07W2ACXX:1:G12",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4413",NA,"","inbred teosinte derived from accession GWB BK Site 4       ",NA,"TIL16","TIL16:C07W2ACXX:2:G12",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4414",NA,"","inbred teosinte derived from accession GWB BK Site 4       ",NA,"TIL16","TIL16:D0D0BACXX:1:G12",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4415",NA,"","inbred teosinte derived from accession GWB BK Site 4       ",NA,"TIL16","TIL16:D0D7RACXX:1:G12",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4416",NA,"","inbred teosinte derived from accession GWB BK Site 4       ",NA,"TIL16","TIL16:D0D7RACXX:2:G12",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4417",NA,"","inbred teosinte derived from accession HGW W Site 6        ",NA,"TIL17","TIL17:C07W2ACXX:1:H12",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4418",NA,"","inbred teosinte derived from accession HGW W Site 6        ",NA,"TIL17","TIL17:C07W2ACXX:2:H12",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4419",NA,"","inbred teosinte derived from accession HGW W Site 6        ",NA,"TIL17","TIL17:D0D0BACXX:1:H12",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4420",NA,"","inbred teosinte derived from accession HGW W Site 6        ",NA,"TIL17","TIL17:D0D7RACXX:1:H12",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
"4421",NA,"","inbred teosinte derived from accession HGW W Site 6        ",NA,"TIL17","TIL17:D0D7RACXX:2:H12",NA,NA,"","COLLECTED  02/02/1995 Imbabura, Ecuador by Luna, T.",NA,"Intercropped with potatoes."
